Species,dataset,PC,Variance_Percentage
warbler,353_gene,PC2,14.04
warbler,353_gene,PC3,11.78
warbler,353_gene,PC4,9.78
warbler,353_gene,PC5,6.84
warbler,353_gene,PC6,5.91
warbler,353_gene,PC7,5.42
warbler,353_gene,PC8,4.76
warbler,353_gene,PC9,4.09
warbler,353_gene,PC10,3.56
warbler,353_gene,PC11,2.74
warbler,353_gene,PC12,2.69
warbler,353_gene,PC13,1.88
warbler,353_gene,PC14,1.63
warbler,353_gene,PC15,1.44
warbler,353_gene,PC16,1.14
warbler,353_gene,PC17,0.68
warbler,353_gene,PC18,0.66
warbler,353_gene,PC19,0.44
warbler,353_gene,PC20,0.36
warbler,353_gene,PC21,0.33
warbler,353_gene,PC22,0.29
warbler,353_gene,PC23,0.19
warbler,353_gene,PC24,0.09
warbler,353_gene,PC25,0.06
warbler,353_gene,PC26,0
warbler,353_gene,PC27,0
warbler,353_gene,PC28,0
warbler,353_gene,PC29,0
warbler,353_gene,PC30,0
warbler,353_gene,PC31,0
warbler,353_gene,PC32,0
warbler,singlecopy,PC1,8.96
warbler,singlecopy,PC2,8.45
warbler,singlecopy,PC3,6.1
warbler,singlecopy,PC4,5.37
warbler,singlecopy,PC5,5.27
warbler,singlecopy,PC6,5.19
warbler,singlecopy,PC7,4.76
warbler,singlecopy,PC8,4.43
warbler,singlecopy,PC9,3.7
warbler,singlecopy,PC10,3.63
warbler,singlecopy,PC11,3.09
warbler,singlecopy,PC12,2.35
warbler,singlecopy,PC13,2.29
warbler,singlecopy,PC14,2.03
warbler,singlecopy,PC15,1.9
warbler,singlecopy,PC16,1.81
warbler,singlecopy,PC17,1.76
warbler,singlecopy,PC18,1.71
warbler,singlecopy,PC19,1.67
warbler,singlecopy,PC20,1.63
warbler,singlecopy,PC21,1.6
warbler,singlecopy,PC22,1.57
warbler,singlecopy,PC23,1.55
warbler,singlecopy,PC24,1.49
warbler,singlecopy,PC25,1.46
warbler,singlecopy,PC26,1.44
warbler,singlecopy,PC27,1.37
warbler,singlecopy,PC28,1.32
warbler,singlecopy,PC29,1.29
warbler,singlecopy,PC30,1.21
warbler,singlecopy,PC31,1.2
warbler,singlecopy,PC32,1.18
warbler,SCsuper,PC1,9.33
warbler,SCsuper,PC2,6.85
warbler,SCsuper,PC3,5.6
warbler,SCsuper,PC4,5.34
warbler,SCsuper,PC5,5.05
warbler,SCsuper,PC6,4.32
warbler,SCsuper,PC7,4.25
warbler,SCsuper,PC8,3.47
warbler,SCsuper,PC9,3.45
warbler,SCsuper,PC10,3.24
warbler,SCsuper,PC11,2.8
warbler,SCsuper,PC12,2.65
warbler,SCsuper,PC13,2.5
warbler,SCsuper,PC14,2.27
warbler,SCsuper,PC15,2.03
warbler,SCsuper,PC16,1.99
warbler,SCsuper,PC17,1.91
warbler,SCsuper,PC18,1.87
warbler,SCsuper,PC19,1.84
warbler,SCsuper,PC20,1.81
warbler,SCsuper,PC21,1.76
warbler,SCsuper,PC22,1.71
warbler,SCsuper,PC23,1.66
warbler,SCsuper,PC24,1.64
warbler,SCsuper,PC25,1.62
warbler,SCsuper,PC26,1.61
warbler,SCsuper,PC27,1.57
warbler,SCsuper,PC28,1.55
warbler,SCsuper,PC29,1.51
warbler,SCsuper,PC30,1.45
warbler,SCsuper,PC31,1.44
warbler,SCsuper,PC32,1.39
warbler,genome,PC1,15.97
warbler,genome,PC2,8.57
warbler,genome,PC3,7.89
warbler,genome,PC4,5.99
warbler,genome,PC5,5.77
warbler,genome,PC6,5.37
warbler,genome,PC7,4.54
warbler,genome,PC8,4.28
warbler,genome,PC9,4.22
warbler,genome,PC10,3.53
warbler,genome,PC11,3.1
warbler,genome,PC12,3.04
warbler,genome,PC13,2.95
warbler,genome,PC14,2.12
warbler,genome,PC15,2.01
warbler,genome,PC16,1.44
warbler,genome,PC17,1.32
warbler,genome,PC18,1.2
warbler,genome,PC19,1.19
warbler,genome,PC20,1.07
warbler,genome,PC21,1.05
warbler,genome,PC22,1.04
warbler,genome,PC23,1
warbler,genome,PC24,0.97
warbler,genome,PC25,0.94
warbler,genome,PC26,0.87
warbler,genome,PC27,0.81
warbler,genome,PC28,0.78
warbler,genome,PC29,0.76
warbler,genome,PC30,0.75
warbler,genome,PC31,0.74
warbler,genome,PC32,0.71
warbler,BUSCOsuper,PC1,9.22
warbler,BUSCOsuper,PC2,6.69
warbler,BUSCOsuper,PC3,5.58
warbler,BUSCOsuper,PC4,5.44
warbler,BUSCOsuper,PC5,4.91
warbler,BUSCOsuper,PC6,4.59
warbler,BUSCOsuper,PC7,4.44
warbler,BUSCOsuper,PC8,3.48
warbler,BUSCOsuper,PC9,3.41
warbler,BUSCOsuper,PC10,3.18
warbler,BUSCOsuper,PC11,2.84
warbler,BUSCOsuper,PC12,2.6
warbler,BUSCOsuper,PC13,2.52
warbler,BUSCOsuper,PC14,2.16
warbler,BUSCOsuper,PC15,2.03
warbler,BUSCOsuper,PC16,2
warbler,BUSCOsuper,PC17,1.92
warbler,BUSCOsuper,PC18,1.86
warbler,BUSCOsuper,PC19,1.83
warbler,BUSCOsuper,PC20,1.83
warbler,BUSCOsuper,PC21,1.76
warbler,BUSCOsuper,PC22,1.75
warbler,BUSCOsuper,PC23,1.67
warbler,BUSCOsuper,PC24,1.64
warbler,BUSCOsuper,PC25,1.6
warbler,BUSCOsuper,PC26,1.58
warbler,BUSCOsuper,PC27,1.56
warbler,BUSCOsuper,PC28,1.53
warbler,BUSCOsuper,PC29,1.51
warbler,BUSCOsuper,PC30,1.48
warbler,BUSCOsuper,PC31,1.43
warbler,BUSCOsuper,PC32,1.37
warbler,BUSCO,PC1,10.32
warbler,BUSCO,PC2,9.5
warbler,BUSCO,PC3,7.22
warbler,BUSCO,PC4,5.99
warbler,BUSCO,PC5,5.57
warbler,BUSCO,PC6,4.86
warbler,BUSCO,PC7,4.5
warbler,BUSCO,PC8,4.03
warbler,BUSCO,PC9,3.22
warbler,BUSCO,PC10,2.9
warbler,BUSCO,PC11,2.67
warbler,BUSCO,PC12,2.45
warbler,BUSCO,PC13,2.34
warbler,BUSCO,PC14,2.15
warbler,BUSCO,PC15,2.02
warbler,BUSCO,PC16,2
warbler,BUSCO,PC17,1.94
warbler,BUSCO,PC18,1.84
warbler,BUSCO,PC19,1.73
warbler,BUSCO,PC20,1.67
warbler,BUSCO,PC21,1.52
warbler,BUSCO,PC22,1.46
warbler,BUSCO,PC23,1.37
warbler,BUSCO,PC24,1.32
warbler,BUSCO,PC25,1.29
warbler,BUSCO,PC26,1.22
warbler,BUSCO,PC27,1.2
warbler,BUSCO,PC28,1.18
warbler,BUSCO,PC29,1.15
warbler,BUSCO,PC30,1.12
warbler,BUSCO,PC31,1.09
warbler,BUSCO,PC32,1.08
Prunus,353_super,PC1,9.27
Prunus,353_super,PC2,7.25
Prunus,353_super,PC3,5.78
Prunus,353_super,PC4,5.07
Prunus,353_super,PC5,4.08
Prunus,353_super,PC6,3.42
Prunus,353_super,PC7,2.99
Prunus,353_super,PC8,2.82
Prunus,353_super,PC9,2.66
Prunus,353_super,PC10,2.47
Prunus,353_super,PC11,2.33
Prunus,353_super,PC12,2.22
Prunus,353_super,PC13,2.05
Prunus,353_super,PC14,2.02
Prunus,353_super,PC15,2
Prunus,353_super,PC16,1.85
Prunus,353_super,PC17,1.77
Prunus,353_super,PC18,1.71
Prunus,353_super,PC19,1.67
Prunus,353_super,PC20,1.6
Prunus,353_super,PC21,1.54
Prunus,353_super,PC22,1.49
Prunus,353_super,PC23,1.39
Prunus,353_super,PC24,1.39
Prunus,353_super,PC25,1.37
Prunus,353_super,PC26,1.35
Prunus,353_super,PC27,1.33
Prunus,353_super,PC28,1.26
Prunus,353_super,PC29,1.23
Prunus,353_super,PC30,1.18
Prunus,353_super,PC31,1.12
Prunus,353_super,PC32,1.1
Prunus,353_gene,PC1,8.01
Prunus,353_gene,PC2,6.22
Prunus,353_gene,PC3,5.25
Prunus,353_gene,PC4,4.82
Prunus,353_gene,PC5,3.45
Prunus,353_gene,PC6,3.07
Prunus,353_gene,PC7,2.83
Prunus,353_gene,PC8,2.74
Prunus,353_gene,PC9,2.58
Prunus,353_gene,PC10,2.55
Prunus,353_gene,PC11,2.48
Prunus,353_gene,PC12,2.18
Prunus,353_gene,PC13,2.13
Prunus,353_gene,PC14,1.99
Prunus,353_gene,PC15,1.96
Prunus,353_gene,PC16,1.94
Prunus,353_gene,PC17,1.89
Prunus,353_gene,PC18,1.82
Prunus,353_gene,PC19,1.7
Prunus,353_gene,PC20,1.64
Prunus,353_gene,PC21,1.62
Prunus,353_gene,PC22,1.61
Prunus,353_gene,PC23,1.53
Prunus,353_gene,PC24,1.47
Prunus,353_gene,PC25,1.47
Prunus,353_gene,PC26,1.4
Prunus,353_gene,PC27,1.38
Prunus,353_gene,PC28,1.31
Prunus,353_gene,PC29,1.28
Prunus,353_gene,PC30,1.26
Prunus,353_gene,PC31,1.23
Prunus,353_gene,PC32,1.22
Prunus,singlecopy,PC1,8.34
Prunus,singlecopy,PC2,6
Prunus,singlecopy,PC3,5.08
Prunus,singlecopy,PC4,4.51
Prunus,singlecopy,PC5,3.6
Prunus,singlecopy,PC6,2.93
Prunus,singlecopy,PC7,2.75
Prunus,singlecopy,PC8,2.63
Prunus,singlecopy,PC9,2.57
Prunus,singlecopy,PC10,2.21
Prunus,singlecopy,PC11,2.12
Prunus,singlecopy,PC12,2.11
Prunus,singlecopy,PC13,2.01
Prunus,singlecopy,PC14,1.95
Prunus,singlecopy,PC15,1.89
Prunus,singlecopy,PC16,1.85
Prunus,singlecopy,PC17,1.72
Prunus,singlecopy,PC18,1.66
Prunus,singlecopy,PC19,1.65
Prunus,singlecopy,PC20,1.62
Prunus,singlecopy,PC21,1.56
Prunus,singlecopy,PC22,1.54
Prunus,singlecopy,PC23,1.5
Prunus,singlecopy,PC24,1.49
Prunus,singlecopy,PC25,1.42
Prunus,singlecopy,PC26,1.38
Prunus,singlecopy,PC27,1.37
Prunus,singlecopy,PC28,1.36
Prunus,singlecopy,PC29,1.35
Prunus,singlecopy,PC30,1.31
Prunus,singlecopy,PC31,1.26
Prunus,singlecopy,PC32,1.25
Prunus,SCsuper,PC1,6.84
Prunus,SCsuper,PC2,5.82
Prunus,SCsuper,PC3,4.73
Prunus,SCsuper,PC4,4.25
Prunus,SCsuper,PC5,3.8
Prunus,SCsuper,PC6,3.06
Prunus,SCsuper,PC7,2.63
Prunus,SCsuper,PC8,2.43
Prunus,SCsuper,PC9,2.32
Prunus,SCsuper,PC10,2.31
Prunus,SCsuper,PC11,2.07
Prunus,SCsuper,PC12,2.02
Prunus,SCsuper,PC13,1.94
Prunus,SCsuper,PC14,1.91
Prunus,SCsuper,PC15,1.85
Prunus,SCsuper,PC16,1.8
Prunus,SCsuper,PC17,1.75
Prunus,SCsuper,PC18,1.68
Prunus,SCsuper,PC19,1.66
Prunus,SCsuper,PC20,1.63
Prunus,SCsuper,PC21,1.58
Prunus,SCsuper,PC22,1.5
Prunus,SCsuper,PC23,1.5
Prunus,SCsuper,PC24,1.46
Prunus,SCsuper,PC25,1.43
Prunus,SCsuper,PC26,1.42
Prunus,SCsuper,PC27,1.39
Prunus,SCsuper,PC28,1.37
Prunus,SCsuper,PC29,1.35
Prunus,SCsuper,PC30,1.33
Prunus,SCsuper,PC31,1.31
Prunus,SCsuper,PC32,1.29
Prunus,genome,PC1,7.98
Prunus,genome,PC2,5.87
Prunus,genome,PC3,5.02
Prunus,genome,PC4,4.48
Prunus,genome,PC5,3.65
Prunus,genome,PC6,2.93
Prunus,genome,PC7,2.81
Prunus,genome,PC8,2.75
Prunus,genome,PC9,2.54
Prunus,genome,PC10,2.23
Prunus,genome,PC11,2.12
Prunus,genome,PC12,2.08
Prunus,genome,PC13,1.94
Prunus,genome,PC14,1.93
Prunus,genome,PC15,1.9
Prunus,genome,PC16,1.8
Prunus,genome,PC17,1.75
Prunus,genome,PC18,1.73
Prunus,genome,PC19,1.65
Prunus,genome,PC20,1.6
Prunus,genome,PC21,1.54
Prunus,genome,PC22,1.53
Prunus,genome,PC23,1.49
Prunus,genome,PC24,1.45
Prunus,genome,PC25,1.42
Prunus,genome,PC26,1.41
Prunus,genome,PC27,1.38
Prunus,genome,PC28,1.33
Prunus,genome,PC29,1.3
Prunus,genome,PC30,1.29
Prunus,genome,PC31,1.24
Prunus,genome,PC32,1.21
Prunus,BUSCOsuper,PC1,8.96
Prunus,BUSCOsuper,PC2,6.8
Prunus,BUSCOsuper,PC3,5.44
Prunus,BUSCOsuper,PC4,4.68
Prunus,BUSCOsuper,PC5,3.89
Prunus,BUSCOsuper,PC6,3.03
Prunus,BUSCOsuper,PC7,2.86
Prunus,BUSCOsuper,PC8,2.74
Prunus,BUSCOsuper,PC9,2.58
Prunus,BUSCOsuper,PC10,2.31
Prunus,BUSCOsuper,PC11,2.22
Prunus,BUSCOsuper,PC12,2.16
Prunus,BUSCOsuper,PC13,2.05
Prunus,BUSCOsuper,PC14,2
Prunus,BUSCOsuper,PC15,1.94
Prunus,BUSCOsuper,PC16,1.85
Prunus,BUSCOsuper,PC17,1.75
Prunus,BUSCOsuper,PC18,1.71
Prunus,BUSCOsuper,PC19,1.67
Prunus,BUSCOsuper,PC20,1.57
Prunus,BUSCOsuper,PC21,1.54
Prunus,BUSCOsuper,PC22,1.52
Prunus,BUSCOsuper,PC23,1.47
Prunus,BUSCOsuper,PC24,1.45
Prunus,BUSCOsuper,PC25,1.42
Prunus,BUSCOsuper,PC26,1.38
Prunus,BUSCOsuper,PC27,1.33
Prunus,BUSCOsuper,PC28,1.31
Prunus,BUSCOsuper,PC29,1.27
Prunus,BUSCOsuper,PC30,1.24
Prunus,BUSCOsuper,PC31,1.21
Prunus,BUSCOsuper,PC32,1.18
Prunus,BUSCO,PC1,8.36
Prunus,BUSCO,PC2,6.62
Prunus,BUSCO,PC3,5.85
Prunus,BUSCO,PC4,4.83
Prunus,BUSCO,PC5,3.6
Prunus,BUSCO,PC6,2.99
Prunus,BUSCO,PC7,2.78
Prunus,BUSCO,PC8,2.7
Prunus,BUSCO,PC9,2.52
Prunus,BUSCO,PC10,2.34
Prunus,BUSCO,PC11,2.31
Prunus,BUSCO,PC12,2.11
Prunus,BUSCO,PC13,2.07
Prunus,BUSCO,PC14,2.03
Prunus,BUSCO,PC15,1.88
Prunus,BUSCO,PC16,1.83
Prunus,BUSCO,PC17,1.77
Prunus,BUSCO,PC18,1.72
Prunus,BUSCO,PC19,1.67
Prunus,BUSCO,PC20,1.6
Prunus,BUSCO,PC21,1.57
Prunus,BUSCO,PC22,1.5
Prunus,BUSCO,PC23,1.49
Prunus,BUSCO,PC24,1.47
Prunus,BUSCO,PC25,1.45
Prunus,BUSCO,PC26,1.39
Prunus,BUSCO,PC27,1.35
Prunus,BUSCO,PC28,1.31
Prunus,BUSCO,PC29,1.26
Prunus,BUSCO,PC30,1.25
Prunus,BUSCO,PC31,1.2
Prunus,BUSCO,PC32,1.18
Salix,353_super,PC1,11.38
Salix,353_super,PC2,8.5
Salix,353_super,PC3,5.2
Salix,353_super,PC4,4.54
Salix,353_super,PC5,3.86
Salix,353_super,PC6,3.57
Salix,353_super,PC7,2.1
Salix,353_super,PC8,1.96
Salix,353_super,PC9,1.82
Salix,353_super,PC10,1.77
Salix,353_super,PC11,1.66
Salix,353_super,PC12,1.54
Salix,353_super,PC13,1.48
Salix,353_super,PC14,1.41
Salix,353_super,PC15,1.36
Salix,353_super,PC16,1.31
Salix,353_super,PC17,1.29
Salix,353_super,PC18,1.28
Salix,353_super,PC19,1.23
Salix,353_super,PC20,1.22
Salix,353_super,PC21,1.2
Salix,353_super,PC22,1.17
Salix,353_super,PC23,1.16
Salix,353_super,PC24,1.14
Salix,353_super,PC25,1.11
Salix,353_super,PC26,1.1
Salix,353_super,PC27,1.09
Salix,353_super,PC28,1.07
Salix,353_super,PC29,1.05
Salix,353_super,PC30,1.05
Salix,353_super,PC31,1.03
Salix,353_super,PC32,1.01
Salix,353_gene,PC1,10.77
Salix,353_gene,PC2,8.68
Salix,353_gene,PC3,4.93
Salix,353_gene,PC4,4.44
Salix,353_gene,PC5,3.95
Salix,353_gene,PC6,3.1
Salix,353_gene,PC7,2.14
Salix,353_gene,PC8,2
Salix,353_gene,PC9,1.85
Salix,353_gene,PC10,1.64
Salix,353_gene,PC11,1.58
Salix,353_gene,PC12,1.5
Salix,353_gene,PC13,1.46
Salix,353_gene,PC14,1.45
Salix,353_gene,PC15,1.39
Salix,353_gene,PC16,1.37
Salix,353_gene,PC17,1.34
Salix,353_gene,PC18,1.3
Salix,353_gene,PC19,1.27
Salix,353_gene,PC20,1.25
Salix,353_gene,PC21,1.19
Salix,353_gene,PC22,1.19
Salix,353_gene,PC23,1.17
Salix,353_gene,PC24,1.14
Salix,353_gene,PC25,1.13
Salix,353_gene,PC26,1.11
Salix,353_gene,PC27,1.1
Salix,353_gene,PC28,1.08
Salix,353_gene,PC29,1.07
Salix,353_gene,PC30,1.04
Salix,353_gene,PC31,1.03
Salix,353_gene,PC32,1.01
Salix,singlecopy,PC1,8.7
Salix,singlecopy,PC2,7.62
Salix,singlecopy,PC3,5
Salix,singlecopy,PC4,3.65
Salix,singlecopy,PC5,3.31
Salix,singlecopy,PC6,3.15
Salix,singlecopy,PC7,2.39
Salix,singlecopy,PC8,2.12
Salix,singlecopy,PC9,2.01
Salix,singlecopy,PC10,1.83
Salix,singlecopy,PC11,1.81
Salix,singlecopy,PC12,1.71
Salix,singlecopy,PC13,1.67
Salix,singlecopy,PC14,1.63
Salix,singlecopy,PC15,1.6
Salix,singlecopy,PC16,1.53
Salix,singlecopy,PC17,1.5
Salix,singlecopy,PC18,1.49
Salix,singlecopy,PC19,1.45
Salix,singlecopy,PC20,1.43
Salix,singlecopy,PC21,1.38
Salix,singlecopy,PC22,1.34
Salix,singlecopy,PC23,1.3
Salix,singlecopy,PC24,1.26
Salix,singlecopy,PC25,1.22
Salix,singlecopy,PC26,1.22
Salix,singlecopy,PC27,1.19
Salix,singlecopy,PC28,1.16
Salix,singlecopy,PC29,1.14
Salix,singlecopy,PC30,1.13
Salix,singlecopy,PC31,1.11
Salix,singlecopy,PC32,1.09
Salix,SCsuper,PC1,9.96
Salix,SCsuper,PC2,9.14
Salix,SCsuper,PC3,5.44
Salix,SCsuper,PC4,4.43
Salix,SCsuper,PC5,3.72
Salix,SCsuper,PC6,3.17
Salix,SCsuper,PC7,2.18
Salix,SCsuper,PC8,1.84
Salix,SCsuper,PC9,1.78
Salix,SCsuper,PC10,1.72
Salix,SCsuper,PC11,1.65
Salix,SCsuper,PC12,1.55
Salix,SCsuper,PC13,1.53
Salix,SCsuper,PC14,1.48
Salix,SCsuper,PC15,1.42
Salix,SCsuper,PC16,1.4
Salix,SCsuper,PC17,1.38
Salix,SCsuper,PC18,1.31
Salix,SCsuper,PC19,1.3
Salix,SCsuper,PC20,1.27
Salix,SCsuper,PC21,1.26
Salix,SCsuper,PC22,1.22
Salix,SCsuper,PC23,1.2
Salix,SCsuper,PC24,1.18
Salix,SCsuper,PC25,1.16
Salix,SCsuper,PC26,1.15
Salix,SCsuper,PC27,1.13
Salix,SCsuper,PC28,1.12
Salix,SCsuper,PC29,1.09
Salix,SCsuper,PC30,1.07
Salix,SCsuper,PC31,1.04
Salix,SCsuper,PC32,1.03
Salix,genome,PC1,10.47
Salix,genome,PC2,8.77
Salix,genome,PC3,4.99
Salix,genome,PC4,4.5
Salix,genome,PC5,3.61
Salix,genome,PC6,3.49
Salix,genome,PC7,2.26
Salix,genome,PC8,1.88
Salix,genome,PC9,1.64
Salix,genome,PC10,1.56
Salix,genome,PC11,1.53
Salix,genome,PC12,1.41
Salix,genome,PC13,1.38
Salix,genome,PC14,1.36
Salix,genome,PC15,1.25
Salix,genome,PC16,1.22
Salix,genome,PC17,1.21
Salix,genome,PC18,1.19
Salix,genome,PC19,1.18
Salix,genome,PC20,1.15
Salix,genome,PC21,1.12
Salix,genome,PC22,1.12
Salix,genome,PC23,1.11
Salix,genome,PC24,1.1
Salix,genome,PC25,1.09
Salix,genome,PC26,1.08
Salix,genome,PC27,1.07
Salix,genome,PC28,1.06
Salix,genome,PC29,1.05
Salix,genome,PC30,1.04
Salix,genome,PC31,1.04
Salix,genome,PC32,1.04
Salix,BUSCO,PC1,10.54
Salix,BUSCO,PC2,8.21
Salix,BUSCO,PC3,4.95
Salix,BUSCO,PC4,4.69
Salix,BUSCO,PC5,3.7
Salix,BUSCO,PC6,3.26
Salix,BUSCO,PC7,2.03
Salix,BUSCO,PC8,2
Salix,BUSCO,PC9,1.66
Salix,BUSCO,PC10,1.6
Salix,BUSCO,PC11,1.53
Salix,BUSCO,PC12,1.43
Salix,BUSCO,PC13,1.42
Salix,BUSCO,PC14,1.32
Salix,BUSCO,PC15,1.25
Salix,BUSCO,PC16,1.22
Salix,BUSCO,PC17,1.19
Salix,BUSCO,PC18,1.17
Salix,BUSCO,PC19,1.16
Salix,BUSCO,PC20,1.15
Salix,BUSCO,PC21,1.14
Salix,BUSCO,PC22,1.11
Salix,BUSCO,PC23,1.1
Salix,BUSCO,PC24,1.09
Salix,BUSCO,PC25,1.09
Salix,BUSCO,PC26,1.08
Salix,BUSCO,PC27,1.07
Salix,BUSCO,PC28,1.05
Salix,BUSCO,PC29,1.05
Salix,BUSCO,PC30,1.05
Salix,BUSCO,PC31,1.05
Salix,BUSCO,PC32,1.04
Salix,BUSCOsuper,PC1,11.49
Salix,BUSCOsuper,PC2,9.28
Salix,BUSCOsuper,PC3,5.04
Salix,BUSCOsuper,PC4,4.75
Salix,BUSCOsuper,PC5,3.67
Salix,BUSCOsuper,PC6,3.61
Salix,BUSCOsuper,PC7,2.21
Salix,BUSCOsuper,PC8,1.79
Salix,BUSCOsuper,PC9,1.74
Salix,BUSCOsuper,PC10,1.69
Salix,BUSCOsuper,PC11,1.59
Salix,BUSCOsuper,PC12,1.4
Salix,BUSCOsuper,PC13,1.36
Salix,BUSCOsuper,PC14,1.32
Salix,BUSCOsuper,PC15,1.24
Salix,BUSCOsuper,PC16,1.23
Salix,BUSCOsuper,PC17,1.18
Salix,BUSCOsuper,PC18,1.17
Salix,BUSCOsuper,PC19,1.16
Salix,BUSCOsuper,PC20,1.14
Salix,BUSCOsuper,PC21,1.11
Salix,BUSCOsuper,PC22,1.11
Salix,BUSCOsuper,PC23,1.11
Salix,BUSCOsuper,PC24,1.1
Salix,BUSCOsuper,PC25,1.08
Salix,BUSCOsuper,PC26,1.06
Salix,BUSCOsuper,PC27,1.05
Salix,BUSCOsuper,PC28,1.04
Salix,BUSCOsuper,PC29,1.03
Salix,BUSCOsuper,PC30,1.02
Salix,BUSCOsuper,PC31,1.01
Salix,BUSCOsuper,PC32,1
Sesamum,353_gene,PC1,8.66
Sesamum,353_gene,PC2,6.19
Sesamum,353_gene,PC3,5.3
Sesamum,353_gene,PC4,5.03
Sesamum,353_gene,PC5,3.85
Sesamum,353_gene,PC6,3.63
Sesamum,353_gene,PC7,3.56
Sesamum,353_gene,PC8,3.33
Sesamum,353_gene,PC9,3.16
Sesamum,353_gene,PC10,3.1
Sesamum,353_gene,PC11,2.94
Sesamum,353_gene,PC12,2.88
Sesamum,353_gene,PC13,2.81
Sesamum,353_gene,PC14,2.7
Sesamum,353_gene,PC15,2.62
Sesamum,353_gene,PC16,2.5
Sesamum,353_gene,PC17,2.41
Sesamum,353_gene,PC18,2.33
Sesamum,353_gene,PC19,2.28
Sesamum,353_gene,PC20,2.23
Sesamum,353_gene,PC21,2.18
Sesamum,353_gene,PC22,2.15
Sesamum,353_gene,PC23,2.01
Sesamum,353_gene,PC24,1.99
Sesamum,353_gene,PC25,1.93
Sesamum,353_gene,PC26,1.84
Sesamum,353_gene,PC27,1.81
Sesamum,353_gene,PC28,1.74
Sesamum,353_gene,PC29,1.72
Sesamum,353_gene,PC30,1.61
Sesamum,353_gene,PC31,1.6
Sesamum,353_gene,PC32,1.48
Sesamum,singlecopy,PC1,7.36
Sesamum,singlecopy,PC2,5.14
Sesamum,singlecopy,PC3,4.54
Sesamum,singlecopy,PC4,3.88
Sesamum,singlecopy,PC5,3.13
Sesamum,singlecopy,PC6,3.06
Sesamum,singlecopy,PC7,3.05
Sesamum,singlecopy,PC8,2.9
Sesamum,singlecopy,PC9,2.81
Sesamum,singlecopy,PC10,2.72
Sesamum,singlecopy,PC11,2.66
Sesamum,singlecopy,PC12,2.63
Sesamum,singlecopy,PC13,2.63
Sesamum,singlecopy,PC14,2.59
Sesamum,singlecopy,PC15,2.52
Sesamum,singlecopy,PC16,2.5
Sesamum,singlecopy,PC17,2.47
Sesamum,singlecopy,PC18,2.46
Sesamum,singlecopy,PC19,2.4
Sesamum,singlecopy,PC20,2.37
Sesamum,singlecopy,PC21,2.32
Sesamum,singlecopy,PC22,2.31
Sesamum,singlecopy,PC23,2.26
Sesamum,singlecopy,PC24,2.26
Sesamum,singlecopy,PC25,2.24
Sesamum,singlecopy,PC26,2.22
Sesamum,singlecopy,PC27,2.2
Sesamum,singlecopy,PC28,2.17
Sesamum,singlecopy,PC29,2.16
Sesamum,singlecopy,PC30,2.13
Sesamum,singlecopy,PC31,2.12
Sesamum,singlecopy,PC32,2.07
Sesamum,SCsuper,PC1,7.44
Sesamum,SCsuper,PC2,5.24
Sesamum,SCsuper,PC3,4.72
Sesamum,SCsuper,PC4,3.89
Sesamum,SCsuper,PC5,3.14
Sesamum,SCsuper,PC6,3.07
Sesamum,SCsuper,PC7,2.97
Sesamum,SCsuper,PC8,2.93
Sesamum,SCsuper,PC9,2.82
Sesamum,SCsuper,PC10,2.72
Sesamum,SCsuper,PC11,2.69
Sesamum,SCsuper,PC12,2.66
Sesamum,SCsuper,PC13,2.64
Sesamum,SCsuper,PC14,2.58
Sesamum,SCsuper,PC15,2.52
Sesamum,SCsuper,PC16,2.48
Sesamum,SCsuper,PC17,2.47
Sesamum,SCsuper,PC18,2.43
Sesamum,SCsuper,PC19,2.41
Sesamum,SCsuper,PC20,2.37
Sesamum,SCsuper,PC21,2.3
Sesamum,SCsuper,PC22,2.26
Sesamum,SCsuper,PC23,2.25
Sesamum,SCsuper,PC24,2.24
Sesamum,SCsuper,PC25,2.22
Sesamum,SCsuper,PC26,2.2
Sesamum,SCsuper,PC27,2.19
Sesamum,SCsuper,PC28,2.18
Sesamum,SCsuper,PC29,2.15
Sesamum,SCsuper,PC30,2.11
Sesamum,SCsuper,PC31,2.11
Sesamum,SCsuper,PC32,2.09
Sesamum,genome,PC1,9.52
Sesamum,genome,PC2,6.41
Sesamum,genome,PC3,5.99
Sesamum,genome,PC4,4.56
Sesamum,genome,PC5,3.91
Sesamum,genome,PC6,3.7
Sesamum,genome,PC7,3.34
Sesamum,genome,PC8,3.12
Sesamum,genome,PC9,2.94
Sesamum,genome,PC10,2.78
Sesamum,genome,PC11,2.74
Sesamum,genome,PC12,2.66
Sesamum,genome,PC13,2.52
Sesamum,genome,PC14,2.5
Sesamum,genome,PC15,2.46
Sesamum,genome,PC16,2.35
Sesamum,genome,PC17,2.29
Sesamum,genome,PC18,2.27
Sesamum,genome,PC19,2.19
Sesamum,genome,PC20,2.16
Sesamum,genome,PC21,2.13
Sesamum,genome,PC22,2.07
Sesamum,genome,PC23,1.97
Sesamum,genome,PC24,1.93
Sesamum,genome,PC25,1.91
Sesamum,genome,PC26,1.87
Sesamum,genome,PC27,1.84
Sesamum,genome,PC28,1.77
Sesamum,genome,PC29,1.75
Sesamum,genome,PC30,1.72
Sesamum,genome,PC31,1.64
Sesamum,genome,PC32,1.62
Sesamum,353_super,PC1,8.53
Sesamum,353_super,PC2,5.94
Sesamum,353_super,PC3,5.16
Sesamum,353_super,PC4,4.53
